,sample_noise,sample_parent,sample_weights,f,samples,common_cause_to_confounder_fraction,nodes,edges,dataset,graph_name
0,gaussian,laplace,weight_sample,sigmoid,2000,0,20,77,88b324b0-86f7-46b9-aa10-199cdd524910.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,1,20,77,98fa1905-a426-4137-ae87-ac139082e825.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0.5,20,77,2b793388-101a-4615-99d5-db675e0e63ad.csv,graph_20_100.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0,20,77,499c280d-d025-4303-bf12-903049bf1a60.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,100,1,20,77,4693fccb-a13f-4a92-8724-b171119025af.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,100,0.5,20,77,001f4bb9-6974-46e3-acde-134303011369.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,100,0,20,77,374d032a-88c3-4604-b5fd-1de4280aeba8.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,2000,1,20,77,4199d574-6e1b-4e49-8420-cfe90bbc3a87.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,2000,0.5,20,77,ff3ae51f-8d77-4b93-9e0f-12ed34a22136.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,2000,0,20,77,becbbe4b-0bc2-4936-990b-c4d5354d2863.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,10000,1,20,77,945d0189-7398-442f-b2ed-054eb9e108d4.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,10000,0.5,20,77,7a31d2b4-ce19-45ef-a046-6b192e920590.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,linear,10000,0,20,77,400bdfd0-a3bf-457a-b0ed-88a6b468baa0.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,100,1,20,77,7dee55ad-fc49-45de-a110-fcd0c73f3712.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,100,0.5,20,77,60b30a3a-6d03-4f45-a8af-aec5dc4935fa.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,100,0,20,77,e745a012-131c-4022-ab0d-3f540447cbf0.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,2000,1,20,77,09cd33cf-638f-48e4-8694-7ac4b6afbdc8.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0.5,20,77,d8b8d194-e50f-4f5f-b9a3-0c8891cab451.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0,20,77,6e119e85-3bbb-4681-a15f-15902ec41a65.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,10000,1,20,77,0234ab42-021e-47b5-8bcd-0676a4d79206.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0.5,20,77,5a32647d-3b94-4234-8e63-d6c228a68dc8.csv,graph_20_100.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0,20,77,8c8ac2ff-c786-47d3-8637-62b8af9ec0ea.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,100,1,20,77,d0b50c34-d998-4e9a-9f19-9b1a0890a0ca.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,100,0.5,20,77,f9bb82e6-30bc-4d5a-877d-0c752c919bf0.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,100,0,20,77,3c795d9a-1382-489e-97fc-58e235ea48e1.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,2000,1,20,77,95af692e-0cbf-429e-bb93-915eaf87decd.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,2000,0.5,20,77,0fef7887-2456-45cf-a465-1e251e1e57fc.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,2000,0,20,77,9985c1bf-ab3a-41cc-847d-a68b4493707b.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,10000,1,20,77,325786c9-4f47-4843-bb7c-16237ea9c398.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,10000,0.5,20,77,41e705b7-8d22-4c09-b32b-b4476358b934.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,linear,10000,0,20,77,71080d89-c450-4244-a536-13168e49625d.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,100,1,20,77,9481eeb8-e5af-4269-8363-a0e033bf7d06.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0.5,20,77,092f3bc1-ff3a-4d8f-8328-894587950eec.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0,20,77,40e257e3-e8a7-40a9-9fc3-2d8b391fe5e2.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,1,20,77,ffecfdb6-a66b-42f8-b343-2ed9d79c7541.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0.5,20,77,ce0d96d3-5e23-4232-85b5-e7e806d588fe.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0,20,77,48a9ea61-736c-4f7b-9ebf-b488db5adb10.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,1,20,77,661beb26-a115-4622-b7b9-58a2b0efb178.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,0.5,20,77,88975429-545a-40ff-831a-747f16e14af1.csv,graph_20_100.csv
0,laplace,gaussian,weight_sample,sigmoid,10000,0,20,77,37a4b771-c55a-4316-a66e-2bfbb88c7e9a.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,100,1,20,77,107404b2-2fe2-4dd0-9523-2297cb0818cc.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,100,0.5,20,77,b0193b3e-f9ca-42f3-a020-6274d7e2bc56.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,100,0,20,77,c342eded-dbb5-481e-a16a-f866607ad929.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,2000,1,20,77,d5baba83-fea7-48b8-8de4-89a74fbe3e4f.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,2000,0.5,20,77,a6c82025-4e13-4db5-a8d5-3aa2297eb818.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,2000,0,20,77,74af8b76-5d1e-4219-8729-e177b6d98667.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,10000,1,20,77,1493a9a7-c534-4544-86ca-b2657863b4f4.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,10000,0.5,20,77,b5c00250-4805-4306-a4fa-b7a4bb6b709a.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,linear,10000,0,20,77,bb0d2b96-cd89-433d-967b-a38460f70b31.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,100,1,20,77,04f3597d-42c3-453b-a373-eaa963f67859.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,100,0.5,20,77,9f9d20f4-e939-4db0-a1f5-d5eb373cb42f.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,100,0,20,77,163fc4d8-a01e-4f34-a23c-17f39353c768.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,2000,1,20,77,db22c421-bc59-444f-8e8e-1b9613e40dc4.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,2000,0.5,20,77,5adedda6-225a-49f1-8834-2cc3887ddb3f.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,2000,0,20,77,15e6903d-e29f-4b7b-9d3e-be38e69c4b69.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,10000,1,20,77,f2b19e55-7121-41d1-9448-22f451f4acd0.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,10000,0.5,20,77,dc80983c-023b-4e87-9827-d2b40ca32c59.csv,graph_20_100.csv
0,laplace,laplace,weight_sample,sigmoid,10000,0,20,77,e72029e7-5bcc-4b0c-8aff-5fb9e0ae9bdd.csv,graph_20_100.csv
0,uniform,uniform,weight_sample,linear,100,1,20,35,46a26019-dd67-4772-9cd0-8279769d3482.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,100,0.5,20,35,42521370-5a0d-4c81-85c8-72a5cdfa8814.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,100,0,20,35,94754bff-56c6-46fe-ab08-40d3f4f25239.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,2000,1,20,35,c7a536d3-4723-47ec-ab69-7a1a5888776b.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,2000,0.5,20,35,aa2292d4-ab09-4018-84be-60bd4b48d1d0.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,2000,0,20,35,963283e3-a365-49ce-8398-f7b45457eab7.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,10000,1,20,35,48666a8a-f61e-478a-b638-336bbe9e40a4.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,10000,0.5,20,35,7bb796a4-7944-44dd-8895-bf54f633d117.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,linear,10000,0,20,35,1353b108-d20b-4d0f-acd1-f74957102fa6.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,100,1,20,35,4874d885-f65b-486a-8129-be24167e38df.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,100,0.5,20,35,2f4e19d7-77a6-4422-9819-3b43fbfa4fef.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,100,0,20,35,9715f902-6cfa-4c70-8a05-2b94f0da303d.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,2000,1,20,35,a907d0b6-fe12-43c2-aa10-9ae91c04bc69.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,2000,0.5,20,35,a4b8894e-ca1d-4bb4-87ec-d29ba9a8338f.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,2000,0,20,35,dea5f877-35f3-457e-a714-924fae6cf971.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,10000,1,20,35,d85dffa7-943f-4b8a-a523-c64f8d943305.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,10000,0.5,20,35,2dd173ca-5244-4eaf-99d2-a485a5680c4e.csv,graph_20_20.csv
0,uniform,uniform,weight_sample,sigmoid,10000,0,20,35,0c852564-f616-457a-8b67-b5e0b589c310.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,100,1,20,35,3982f80b-cf28-4ccc-bb30-c537b6a7235c.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,100,0.5,20,35,d9d0a737-be07-46a6-b70b-caf5c5f289d1.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,100,0,20,35,994aec56-9efb-4994-8dee-c004968c6df9.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,2000,1,20,35,8fc9f1be-9fb2-43e9-9419-a501b8aaa7cf.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,2000,0.5,20,35,46d58469-dd5b-456e-bded-2dd6cc3ba111.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,2000,0,20,35,80595986-7a93-4800-8b22-08bedf11c227.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,10000,1,20,35,57320b4f-8364-4765-aebe-d8bdf8e035fb.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,10000,0.5,20,35,377a7d1d-6684-4476-a637-18deaf2c7ac7.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,linear,10000,0,20,35,c4232c35-90b0-4b27-bfc7-6b5c8124cf6e.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,100,1,20,35,9942dcdb-05ae-4ef3-aa4d-8c5c16b9cc4e.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,100,0.5,20,35,ee130874-3260-4d61-95c9-6fef8c5261bc.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,100,0,20,35,65f1d7a8-69ba-41dc-9261-661455f57667.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,1,20,35,593ec5c1-d4bf-4d44-9373-02479df8ee53.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,0.5,20,35,b05af6d9-c403-4737-a64f-7d14e0069083.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,2000,0,20,35,b9df94dd-f17b-4cf0-83a2-4a7adce2f9e2.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,1,20,35,f156e1c5-ee73-4c75-b58b-00306608de31.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0.5,20,35,8d826c15-611b-4345-bc41-da83e92d3a8d.csv,graph_20_20.csv
0,uniform,gaussian,weight_sample,sigmoid,10000,0,20,35,2569ab93-d0a5-42e2-9e6f-5262a4bdbd84.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,100,1,20,35,c381bd7b-e068-4aec-adfc-549a691fead3.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,100,0.5,20,35,9c429173-baa7-4bbf-b36b-01b50a3f924d.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,100,0,20,35,7185e653-d5b1-4967-9d17-e56ab62ca73f.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,2000,1,20,35,a8d06187-23e2-48b7-b5a3-274c41e411ee.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,2000,0.5,20,35,517b6f07-a52e-4ec8-94a3-989dba2a6ba1.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,2000,0,20,35,ec47f064-5d88-442b-b5cd-948cc7ef0074.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,10000,1,20,35,17f49010-a9fa-4bec-8bbc-638012ee7453.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,10000,0.5,20,35,7b05c1af-3bbf-4138-bd49-460c76b7479f.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,linear,10000,0,20,35,57c705f7-d1e5-4e5f-9538-d5897be330df.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,100,1,20,35,63ac80d0-265b-43ea-9411-6c547343665a.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,100,0.5,20,35,0fa621de-50c8-4e45-a2c0-6ec8bea9fc03.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,100,0,20,35,0fdf1ad5-b6a6-469c-84a9-d7522f58137b.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,2000,1,20,35,985ce389-1e08-43b6-b06d-045ee2a13dfd.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0.5,20,35,e509b007-227c-4a04-b890-0851aab31021.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,2000,0,20,35,d76a0300-30ec-4db2-9de2-6f310a7f9baf.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,10000,1,20,35,83d0fec0-2cde-4f27-ab09-304689ec81bc.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0.5,20,35,bd8c99da-e460-4549-8a22-e4bf115d0059.csv,graph_20_20.csv
0,uniform,laplace,weight_sample,sigmoid,10000,0,20,35,bafabe32-ab0c-4128-81cd-18c01b1095f0.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,100,1,20,35,a32dcf2c-1abd-4edb-a5c3-bcfb173d6071.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,100,0.5,20,35,2ed42336-b228-427f-817c-51e2d8053dc5.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,100,0,20,35,8cb88859-c222-47a2-adea-8081ed414e8a.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,2000,1,20,35,d36456fb-45a8-4361-a7a6-c996209f3ffd.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,2000,0.5,20,35,e2f9bd8e-0ec9-4b0a-af56-e91cb00ecbe4.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,2000,0,20,35,83fad45e-5f2c-47c6-841b-348a86352236.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,10000,1,20,35,112347e7-6d7f-4aae-8e25-dae19d643253.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,10000,0.5,20,35,710a1a82-659a-4dab-9e52-09e9d74b522d.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,linear,10000,0,20,35,cbddd0ed-6b68-4138-88d3-72e0b38bc0e8.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,100,1,20,35,3b0cfd9d-4320-434b-96b0-970287a0acdd.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0.5,20,35,7cb498fd-6bc2-4027-a2c0-1d105fb2d63a.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,100,0,20,35,51ef0afc-7d0e-459b-afb0-2e93be8d8ddd.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,1,20,35,e5cf9b64-6114-4227-bf2d-7bd60babc183.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0.5,20,35,aec19e44-09a4-4b04-accc-57e2147a5e63.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,2000,0,20,35,911b3574-f293-4c99-9f18-d33e8003342c.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,1,20,35,ce0a515a-cbfa-47e2-a771-202c5fcd0ae6.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0.5,20,35,0f25f44f-917f-40e8-8ac2-c1e1d5135082.csv,graph_20_20.csv
0,gaussian,uniform,weight_sample,sigmoid,10000,0,20,35,147f1f3d-ae70-4dba-bad2-fa35b52daa4b.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,100,1,20,35,95ed99bb-6245-4ad7-9200-ecd740254ced.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,100,0.5,20,35,ce50d6b8-5016-467c-b2f8-206268ff1587.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,100,0,20,35,00a6fd0a-665b-4219-9429-01bcdaa82b61.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,2000,1,20,35,9ccc62af-331f-4f7a-afcb-47d2604dad9d.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,2000,0.5,20,35,2c8c3b4d-8e15-461e-a73d-15cfa35154e1.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,2000,0,20,35,72865fed-ff62-4e53-a5fa-8b8b5acbfb6c.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,10000,1,20,35,8a6e9397-8ecf-4f63-9967-ffe98a566d0d.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,10000,0.5,20,35,3357cf6a-9ed0-418a-934e-7cf717293755.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,linear,10000,0,20,35,e258c5ff-eb9b-4173-a603-3cb180cc9b17.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,1,20,35,6d8da7f2-e556-4d80-a50a-a50c0f3bc003.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0.5,20,35,13f67fa0-54fa-48fd-ac81-ed6a6ffe25ee.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,100,0,20,35,92832668-1e38-42ed-b828-9c4b879c7054.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,1,20,35,9586f638-8ef3-4d68-b345-83f49881d650.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0.5,20,35,a6287a37-2bc9-4936-99ff-e2234b15f915.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,2000,0,20,35,d8e4fb15-a218-48af-adde-7994e295d2ea.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,1,20,35,c7f4ae4b-6756-4533-8af9-f4cb6e6f9e44.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0.5,20,35,57ede980-7aa4-4667-b8eb-250236bc207c.csv,graph_20_20.csv
0,gaussian,gaussian,weight_sample,sigmoid,10000,0,20,35,70cf3445-bc77-415b-86a3-5b02ca8875c2.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,100,1,20,35,c90e8c56-9cd1-4be1-bcf3-639f7f004080.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,100,0.5,20,35,96a34870-9ad2-42ca-ab6c-0f7f0aa9ea56.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,100,0,20,35,cbc0406f-6bf2-44a5-a1fd-199e933c43c0.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,2000,1,20,35,688c9e5c-0acd-4d5d-b460-68e32a74c821.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,2000,0.5,20,35,16282fd1-d664-4761-a884-75718f707273.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,2000,0,20,35,8bc00927-0c80-4d71-81af-58ad14c5f3e7.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,10000,1,20,35,b38160d5-74a2-4af5-82ad-45e6ccd79c9e.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,10000,0.5,20,35,2c89ff39-ec17-4427-909f-3eab4d194b3c.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,linear,10000,0,20,35,b7027d63-5378-44f3-8ae6-7ee7ca69bdd5.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,100,1,20,35,1261522b-756b-464f-a3b0-70e6bbbecec6.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0.5,20,35,b041717f-1dc1-4284-8b51-d5984909ccfb.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,100,0,20,35,f85bd609-a5be-44db-afdb-9bc3509f89e5.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,1,20,35,37eea4b6-64d9-4b09-8773-591153ca0f9d.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0.5,20,35,8fddd4ef-1ba3-4d41-8b25-ef2cb16b7948.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,2000,0,20,35,3bda2de8-cd9c-4ee3-9bed-3fcb4f410659.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,1,20,35,cb65ad95-973b-498e-bb2c-c91b09890ea5.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0.5,20,35,b5f47b80-53c3-4044-b980-7f0980a9cafc.csv,graph_20_20.csv
0,gaussian,laplace,weight_sample,sigmoid,10000,0,20,35,4ae791cf-4c3b-4b25-ba21-3b555cda4db1.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,100,1,20,35,cc919d60-d862-42b1-920e-ab39cc7d5de3.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,100,0.5,20,35,458152a9-469d-43f2-855e-1e8c813e64a4.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,100,0,20,35,d67f0702-1deb-41ca-9f84-0a275a40390c.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,2000,1,20,35,17369d4a-18ca-4ee5-b4be-546a98011056.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,2000,0.5,20,35,08ec4c86-d9e7-43ff-b87b-4108269ed126.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,2000,0,20,35,6ac86b23-bfbc-4b1a-a3ca-1fb0bc3cc841.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,10000,1,20,35,a811fff3-c97b-438c-b24d-70762d66ef56.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,10000,0.5,20,35,ca77b557-c98a-4d9f-8872-cc776ccb460d.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,linear,10000,0,20,35,a5522a75-870a-46d5-9c04-eb626152f299.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,100,1,20,35,ca2efe4e-e1ac-4022-988f-38d507144a46.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,100,0.5,20,35,8dbeda3c-ec0d-4372-b895-9c26d2a58a29.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,100,0,20,35,1b92f19b-e6b5-40fa-a86f-4f27289750d8.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,2000,1,20,35,63725c1f-de81-4d5b-b2c0-d38678ae6ebb.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0.5,20,35,76db9133-0686-44c8-8f3e-17572e6cd6cd.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,2000,0,20,35,fc853fce-c650-4a9f-ae6f-a044ad316c8b.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,10000,1,20,35,29ca125f-9421-42b9-b474-6946979c01da.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0.5,20,35,b47d69d5-832f-456a-8fca-b10a265e487e.csv,graph_20_20.csv
0,laplace,uniform,weight_sample,sigmoid,10000,0,20,35,200dffa3-8c11-4251-9150-a484c6e51bb9.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,100,1,20,35,a8c34e06-9b31-424e-86ea-9f2fa9d7e8fb.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,100,0.5,20,35,dce38ae6-1149-4945-8597-1813b1547046.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,100,0,20,35,897ad515-537c-4560-a893-f777b81be5c4.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,2000,1,20,35,38d950a6-3b4f-45cd-b778-66c8e0578472.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,2000,0.5,20,35,a82904eb-66a6-43a4-8114-5786313de013.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,2000,0,20,35,49e2bb9f-0c48-4878-9f31-04c177c94e51.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,10000,1,20,35,f2c7a878-b531-4032-b096-d7af03c6f8b7.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,10000,0.5,20,35,15c3a22b-b3cc-4ce1-9db0-7bca38b92960.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,linear,10000,0,20,35,9c830fc1-d8cc-43d4-a7bf-9799288094d1.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,sigmoid,100,1,20,35,ca5a7043-2d8a-48a1-91fb-8edeec141279.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0.5,20,35,c1ce7aa7-e7bc-42ab-9669-379f5af5c348.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,sigmoid,100,0,20,35,6b141864-fba9-4955-ac97-a2c9de8e527d.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,1,20,35,932e1d32-e505-4617-8071-72bb0049dc06.csv,graph_20_20.csv
0,laplace,gaussian,weight_sample,sigmoid,2000,0.5,20,35,b01d076a-f149-44aa-a10f-608d428ce345.csv,graph_20_20.csv
